id,time,text
147,0:00:09,"面对这盏灯已经太久,给我一个理由让我安眠,"
148,0:00:09,",夜半,突然想起某些人某些事,"
149,0:00:09,"做事要用脑,做人要用心,言多必失,夹着尾巴做人没错,"
150,0:00:09,"三月份,你好,"
151,0:00:09,"真汉子不打手,枪,吐槽奇妙的,换枪为赞,"
152,0:00:09,",胡夏生日快乐,胡夏,岁生日快乐,期待你,年的改变,胡夏"
153,0:00:09,"最强大脑,点赞,这一期看得酣畅淋漓"
154,0:00:09,"测试,海底捞起神无月,岭上开满百合花,要是你能完全读懂这句话里面的所有梗,你也就不要再去期盼治疗了,"
155,0:00:09,"你滚嘛,粉丝涨安逸没得嘛,怕是一辈子你都涨不到几个粉丝是不,你觉得是你一个人的力量大还是全体贵州人力量大,草寇,出门碰到贵州人你不遭搞死,现在道歉有卵用,"
156,0:00:10,看到别人幸福也是一件特别幸福的事呢
157,0:00:10,"总是自己强迫自己找理由来解释发生不愉快的一切,也在跟自己找理由自己原谅自己,一张大人脸,做直小孩事,总是伤害自己身边对自己好的人,敏感的觉得别人对自己不够好,其实明明可以独立,却随便抓起身边的人,习惯依赖然后抽离再依赖,累,"
158,0:00:10,"傻儿子,你终于长大了,和,好好处,我盼着抱孙子,"
159,0:00:10,"晚安,二月的最后一个晚上,三月,从明早的第一个自习开始,"
160,0:00:10,"子时,"
161,0:00:11,"的,道道道"
162,0:00:11,"法拉利,更多细节曝光,新车最大功率确定为,马力,整备质量,公斤,加速约,秒,加速约,秒,制动距离为,米,限量生产,台,仅提供三种车身颜色,预计为红,黄,白,售价,万欧元,将于,月份内瓦车展上正式发布,月份交付客户,"
163,0:00:11,"葡萄籽,具有超强抗氧化能力,是维他命的,倍,能延缓衰老,维护皮肤健康,阻止紫外线对皮肤的侵袭预防动脉硬化,也有皮肤维他命之称,是维他命的,倍,其中的酚花青素,据脂溶性及水溶性的特质,有美白作用,在欧洲,葡萄籽被誉为,口服的皮肤化妆品,"
164,0:00:11,"所有的悲伤难过,冷静一段时间,事后都会觉得没什么大不了,时间终将比较强悍,晚安,难过的燕子,坚强勇敢的面对,"
165,0:00:11,",阿姐生日快乐阿,和姐夫沛儿在广州玩得开心吗,祝你事事顺心工作顺利身体健康越来越年轻越活越精彩,礼物以后你回来探我再补你了,爱你的老弟"
166,0:00:11,"滋味,"
167,0:00:11,"学校停水的这个臭毛病果然还是改不了,"
168,0:00:11,"批发商反馈,自从用了产品后原来用的所有产品都是浮云,白天出门婴儿霜,娃娃浓密睫毛膏,温变胶原唇膏,裸妆必备三宝啊,好的皮肤底子加上稍微的调色整天的气色都会很好,"
169,0:00:11,",月份就这么过去了啊,太快了,"
170,0:00:11,"渐渐的发现自己真的经历得太少,后面的岁月太长,我不需要太完美的爱情,只想有一个永远不会放弃我的人,"
171,0:00:11,"怀念,岁的她,可惜已经随着时光找不回来了,"
172,0:00:11,"好想睡觉,和我此时头对头的她,翔花,生日啦,我想一丢丢的感动一下她呢,哈哈不多说了,她懂的,祝你生日快乐,关键是早日脱单,哈哈,面具下的绝代风华"
173,0:00:11,"时间太快,变化瞬息,最近感觉自己老咯,要好好爱自己,做最好的自己,不如从换个发型开始,"
174,0:00:11,"回复,波波,对博文,芷馨恋语,浅妤清懿,感谢有你们,的评论,"
175,0:00:11,"终于有时间可以码字了,虽然感觉有点不知所云,但好歹又更新了一章,有人看我写的东西就已经很开心了,要再接再厉争取把故事圆好,加油,回宿舍的路上看到有卖棉花糖的小摊,忍住了,嘿嘿,"
176,0:00:11,"这个世界上没有什么事是放不下的,等到真正的痛了,你自然也就是会放下了,"
177,0:00:11,"画,平面设计,颤抖吧地球人,"
178,0:00:11,"救赎,"
179,0:00:11,"卖萌蛋糕君又该出现啦,知道你最注重身体健康,所以希望你以后都不要生病,能健健康康地生活学习和看老少年们崽子们,总比我先老一步,我就不计较啦,愉快的玩耍了这几年,还要有很多年,三月一到,春天来了,踏春到来的熊猫姐生日快乐快乐,"
180,0:00:11,"视频,哥斯拉,剧场版预告,分享自,"
181,0:00:11,",个区县人影部门炮手大比武,日,天津市首届人工影响天气作业人员高炮专业技能大赛举行,来自全市,个区县人影部门的,名炮手参加角逐,同军事演练中要求炮手射击的命中率不同,人影炮手最看重反应神速,人工增雪,雨,的空域时间只有二三十秒,不快速,准确发炮就无法成功,"
182,0:00:11,"发烧留鼻涕,闹的,睡的睡的就哭醒了"
183,0:00:12,"梦见自己又去凤凰了,还下着大雪,还是那个客栈大姐,在吊脚楼的走廊里看着外面,白雪皑皑,一切都很好,"
184,0:00:12,"你不要被我骗了,这个世界上,还有险滩那边的悠扬的号子,还有和利箭一起飞出的鹰隼,还有袖口重重叠叠雍容的百花,还有踩乱泥泞田垄的一串脚印,"
185,0:00:12,",摊开你的掌心握紧我的爱情,不要如此用力,这样会握痛握碎我的心,也割破你的掌你的心,"
186,0:00:12,"互动话题,过度医疗,中国之声,节目互动,取消门诊输液引热议,感冒发烧要想好得快,就去医院打点滴,这是很多人的想法,实际上,根据国际医务惯例,门诊本不提供输液,但目前全国各地大医院门诊和社区诊所都提供输液服务,为什么病人愿意输液,动辄输液会带来哪些问题,点半央广夜新闻,"
187,0:00:12,"我的给力小代理发来反馈,宝岛魔皂,用过它就会觉得自己以前用的洗面奶都弱爆了哦,清洁皮肤超级好,妆都可以卸掉哦,最不喜欢卸妆油那种油腻腻要么就是卸掉皮肤超级干的感觉,魔皂最重要的是无刺激,哈哈哈,夸我是好微商,啦啦啦不会让客户失望的好产品,"
188,0:00:12,"你因为谁开通微博,我会说我是因为一个根本不认识的在百度上问问题的人吗,"
189,0:00:12,魏晨
190,0:00:12,",月,满满的温暖和感动,我很快乐,"
191,0:00:12,",我有一颗陪你到老的心,生日快乐,眨眼之间我们都这么大的人了,原谅我们曾经的年轻不懂事会时常吵架打架而都是因为一些小事,就算如此我们还是是彼此忠实的听众,幸好有你,庆幸有你,"
192,0:00:12,"做好手中事,珍惜眼前人,"
193,0:00:12,"放松心情,透透气,"
194,0:00:12,",向你推荐这个微淘帐号,福田农业专营店,"
195,0:00:12,"妈的这些狗杂种,已经逝去的人命不是拿给你们为了红为了访问量拿来造谣的,不怕晚上不安生就继续张着批嘴乱放屁,"
196,0:00:12,",了,夏宝,生日粗卡,微博给你送祝福,不能去生日会,表示很遗憾,继续爱你,支持你,快出四专吧,爱你,爱你的一切,"
197,0:00:12,"最后一分钟,生快,从此,"
198,0:00:12,"怀孕的女人最美,新的一年新的开始,生命之源长流不息,家庭最快乐的莫过于有一个小生命降临,在这一刻,紧张,焦虑的心态,但是当小生命降临的一刻,什么也是值得的,希望每个刚新婚的家庭幸福,快乐,详情,"
199,0:00:12,"不二生日快乐,"
200,0:00:12,"领下证了,"
201,0:00:13,"二月没了,三月希望你让我省体健康,"
202,0:00:13,"真心搞不懂我到底怎么了,晚安,迎接后天的开学,"
203,0:00:13,",胡夏生日快乐,生日快乐,天天开心,身体健康,一切顺利,永远幸福,"
204,0:00:13,"没有理由没有勇气,上星期的今天我是带着泪水见你的今天晚上努力挤出个笑脸在天国里你看到吗,你的小不点现在已经长得这么大了你欣慰吗,感谢你们最爱我的婆婆嘛嘛跟粑粑,"
205,0:00:13,"梦醒时分,给感性与敏感的自己,点击进入,"
206,0:00:13,"渴望无拘无束的生活,我现在究竟是为了什么活着,睡了睡了,明天还得八点起来上班,我绝不是这世上最可怜的人,晚安"
207,0:00:13,"今天做公交,旁边一妖艳女人打电话说,人家开车去啊,要不怎么的,你又不心疼人家,打车脏死了,然后就巴拉巴拉一堆,最讨厌她这种类型的,刚在心里各种厌恶,后边坐的男森就拿出电话,很大声很大声的冲那女人手里的电话喊,老子在公交车上,挤死了,那女人立马回头一个白眼,哈哈,"
208,0:00:13,"一枚苗粉的夢想,這樣一個寧靜的夜晚,沒有夏季的燥蟬鳴鳴,沒有秋季的落葉聲聲,亦沒有冬季的雪花簌簌,卻有這剛入春的微風徐徐嬌枝吐蕾,勞累了一天的你,但願夜裡有個好夢,晚安,"
209,0:00:13,"虽然是从很肤浅的事情中懂得的道理,没有深入了解不要去随便评判一件事物,让别人尊重你所珍爱的东西前提是你要先尊重别人所珍爱的东西,不是需要真相,而是需要人们需要的真相,我只想说虽然是网络世界大家都想吐槽但网络不是只用来吐槽的喜欢朴槿惠喜欢普京喜欢韩国喜欢俄罗斯"
210,0:00:13,"宁波大雨不停啊,"
211,0:00:13,"我的节目,梦想,你飞吧,致,高考高三学子,来自心若向阳,无畏伤悲,快来听听,下载,可离线收听,"
212,0:00:13,"真想回去当年,再来一次一定不会是这样,"
213,0:00:13,",生日快乐呀,话不多说你懂就好,我就不和,比谁的备忘录多了,请博友们原谅我今天的矫情,"
214,0:00:14,"为什么别人都那么幸福,"
215,0:00:14,"叫兽只有易小星,虽然我也很喜欢那个欧吧可你这个糟糠之妻才才是最最不忍割舍的心头肉啊,"
216,0:00:14,"天呐,我手气要不要这么背啊,老是输钱,我决定了,不打牌了,不打了,真不打了,无处安放的菜花"
217,0:00:14,",祝幸福,拥抱你两,"
